dataset,size,algorithm,mean,stddev,min,max,runtime_ms,successful_runs,requested_runs
latin_hypercube_25.pnt,25,DT_ONLY,1570.18,0.0,1570.18,1570.18,2.3,1,1
latin_hypercube_2k.pnt,2000,DT_ONLY,16358.2,0.0,16358.2,16358.2,21.492,1,1
latin_hypercube_3k.pnt,3000,DT_ONLY,20027.1,0.0,20027.1,20027.1,43.952,1,1
latin_hypercube_50.pnt,50,DT_ONLY,2463.94,0.0,2463.94,2463.94,2.623,1,1
latin_hypercube_500.pnt,500,DT_ONLY,8335.06,0.0,8335.06,8335.06,3.882,1,1
line_noise_1k.pnt,1000,DT_ONLY,2702.21,0.0,2702.21,2702.21,6.214,1,1
line_noise_200.pnt,200,DT_ONLY,1493.22,0.0,1493.22,1493.22,2.748,1,1
line_noise_25.pnt,25,DT_ONLY,843.711,0.0,843.711,843.711,2.161,1,1
line_noise_2k.pnt,2000,DT_ONLY,3259.07,0.0,3259.07,3259.07,16.498,1,1
line_noise_3k.pnt,3000,DT_ONLY,3925.24,0.0,3925.24,3925.24,33.155,1,1
line_noise_50.pnt,50,DT_ONLY,1041.54,0.0,1041.54,1041.54,2.665,1,1
line_noise_500.pnt,500,DT_ONLY,2215.86,0.0,2215.86,2215.86,3.807,1,1
near_convex_1k.pnt,1000,DT_ONLY,5101.25,0.0,5101.25,5101.25,6.345,1,1
near_convex_200.pnt,200,DT_ONLY,3157.51,0.0,3157.51,3157.51,2.58,1,1
near_convex_25.pnt,25,DT_ONLY,1233.38,0.0,1233.38,1233.38,2.248,1,1
near_convex_2k.pnt,2000,DT_ONLY,6645.28,0.0,6645.28,6645.28,16.223,1,1
near_convex_3k.pnt,3000,DT_ONLY,7654.05,0.0,7654.05,7654.05,32.511,1,1
near_convex_50.pnt,50,DT_ONLY,1832.68,0.0,1832.68,1832.68,2.575,1,1
near_convex_500.pnt,500,DT_ONLY,4144.02,0.0,4144.02,4144.02,3.556,1,1
rings_1k.pnt,1000,DT_ONLY,9069.97,0.0,9069.97,9069.97,7.348,1,1
rings_200.pnt,200,DT_ONLY,4444.07,0.0,4444.07,4444.07,3.182,1,1
rings_25.pnt,25,DT_ONLY,1467.58,0.0,1467.58,1467.58,2.136,1,1
rings_2k.pnt,2000,DT_ONLY,12700.5,0.0,12700.5,12700.5,19.847,1,1
rings_3k.pnt,3000,DT_ONLY,15048.4,0.0,15048.4,15048.4,40.26,1,1
rings_50.pnt,50,DT_ONLY,2227.31,0.0,2227.31,2227.31,3.191,1,1
rings_500.pnt,500,DT_ONLY,6758.42,0.0,6758.42,6758.42,4.495,1,1
spiral_1k.pnt,1000,DT_ONLY,7946.26,0.0,7946.26,7946.26,7.822,1,1
spiral_200.pnt,200,DT_ONLY,4265.74,0.0,4265.74,4265.74,3.031,1,1
spiral_25.pnt,25,DT_ONLY,1279.35,0.0,1279.35,1279.35,2.377,1,1
spiral_2k.pnt,2000,DT_ONLY,10716.9,0.0,10716.9,10716.9,18.621,1,1
spiral_3k.pnt,3000,DT_ONLY,12359.6,0.0,12359.6,12359.6,35.827,1,1
spiral_50.pnt,50,DT_ONLY,1830.74,0.0,1830.74,1830.74,2.911,1,1
spiral_500.pnt,500,DT_ONLY,6339.79,0.0,6339.79,6339.79,3.942,1,1
U_10K_D.pnt,10000,DT_ONLY,357.486,0.0,357.486,357.486,535.229,1,1
U_10K_I.pnt,10000,DT_ONLY,0.0,0.0,0.0,0.0,6.579,1,1
zigzag_1k.pnt,1000,DT_ONLY,5801.53,0.0,5801.53,5801.53,7.006,1,1
zigzag_200.pnt,200,DT_ONLY,3905.96,0.0,3905.96,3905.96,2.766,1,1
zigzag_25.pnt,25,DT_ONLY,1728.85,0.0,1728.85,1728.85,2.426,1,1
zigzag_2k.pnt,2000,DT_ONLY,7064.89,0.0,7064.89,7064.89,16.675,1,1
zigzag_3k.pnt,3000,DT_ONLY,7937.17,0.0,7937.17,7937.17,32.626,1,1
zigzag_50.pnt,50,DT_ONLY,2395.81,0.0,2395.81,2395.81,2.551,1,1
zigzag_500.pnt,500,DT_ONLY,4775.85,0.0,4775.85,4775.85,3.605,1,1
